% Model:              simple_interferometer_with_waveguides_for_nn.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 11 2023, 14:16
% Dimension:          1
% Nodes:              1694
% Expressions:        49
% Description:        Line graph
% Arc length (m)          (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2
0.026947407504074525      4495109.868009385        8016409.103699909        5483540.172899276        4362245.980599954        3616921.6769626266       3.1613973885578845E7     8999326.76712756         1.9002010591214806E7     4050025.986947556        5315331.700116526        3.818715898259515E7      7466143.921761307        6031862.375709397        8649168.021964008        3827076.2864880497       9590417.854626002        760915.6492253226        7215020.897012515        4462335.90001153         1.3293373684564197E7     3.127165323851274E7      2.1488181188893627E7     1.7386701961805668E7     7210950.312967671        1.2178778122964863E7     4383822.019811064        2738345.068203507        7640997.0805261815       1.0751174947406437E7     4572121.934645543        1.8030770611738417E7     9632612.689766463        3896229.0257003345       1.176513434384564E7      7662407.945170149        1.724745076654667E7      6387858.129089022        3.650369666819232E7      7793478.213918739        7368364.897429205        2.344873280193483E7      5215000.767521666        7986426.540032384        8366690.97773469         4663053.2555342205       6772798.52495378         7012632.611010418        5909132.162362858        7069855.4446757855
0.026969712563452528      4488018.5605623275       7987301.432637745        5509134.16695643         4354055.064234709        3621323.1284994367       3.1578728527747586E7     9054807.249994123        1.9035148360504445E7     4049329.9770414964       5297434.498200843        3.783853253616051E7      7530284.1006142795       6052969.100166596        8713836.364831788        3836949.5598237184       9593865.496211493        742544.6582933809        7277248.44307036         4472455.573514971        1.3300882219084537E7     3.102039848551511E7      2.1450385948457763E7     1.7529829249103665E7     7254132.587054054        1.2200494601410164E7     4377848.126738953        2713346.2517864383       7678532.634831563        1.083817806869727E7      4561724.242799531        1.794648117050033E7      9580049.692925429        3904810.9813220287       1.1808902559453037E7     7725300.322723717        1.7330079409491476E7     6403680.336415497        3.636710172392416E7      7737146.46382284         7288095.2382250065       2.3702711030478213E7     5210662.222083388        7929911.412698421        8333411.630791148        4657873.887671514        6768626.930625686        7000522.896230919        5939270.5017684195       7070216.27127065
0.02702334953432463       4468437.075870262        7937206.092038405        5571258.682511931        4330826.950979539        3633636.5356599893       3.1470777594643816E7     9175576.639203032        1.9099621008220717E7     4044749.0074923765       5253404.633272988        3.707107464881882E7      7677944.70632468         6107650.809557269        8874694.717823897        3862182.681619982        9623778.985812288        813211.3184246321        7421910.021022271        4502308.393465044        1.3307794132698879E7     3.040042222228774E7      2.1373218332261592E7     1.7869979950755626E7     7348618.322741157        1.2258964316252412E7     4361192.166700128        2660000.912824425        7762624.351793337        1.1040628686491635E7     4535614.9109259425       1.773086609784967E7      9456285.057133261        3925154.992620666        1.191108909113565E7      7879958.594048884        1.7561605720882025E7     6432256.960195679        3.595107022602511E7      7609542.844193234        7104159.020602           2.426370545269098E7      5201755.688938947        7797880.844286375        8252141.942202171        4642131.807886485        6748999.694314193        6963248.142078385        6021416.569813132        7078122.585921862
0.02704916695782492       4458242.582438594        7924445.181716047        5602452.251411748        4318567.649621402        3640691.470635349        3.1404108147091888E7     9228944.316001639        1.912165881492155E7      4041571.7355011445       5232159.078679715        3.673142163791681E7      7746158.90145602         6136570.3438182          8955098.409952508        3875524.6701178695       9651249.789000472        905672.4917187098        7489476.741913642        4519996.146860468        1.3307143318587823E7     3.0100094994961098E7     2.1347479818141464E7     1.803735332625331E7      7390902.941133287        1.2290745987522334E7     4352863.554263688        2637139.6310559725       7800829.852810882        1.1135801493479265E7     4522990.995637277        1.762154419585097E7      9399439.53193477         3935118.8528631334       1.1960224638351997E7     7956849.100121814        1.7694621458992634E7     6441184.202397917        3.5708510852623604E7     7553438.912102795        7020451.087736501        2.451371661104266E7      5198806.981389365        7738390.542393628        8212863.054189521        4633200.703513114        6734825.11391721         6942510.106748811        6066781.26631386         7086763.62423315
0.027095038720367653      4438797.10963887         7920082.3171375785       5658760.005938225        4295318.341211815        3654318.446438239        3.1259849341493208E7     9312558.373424908        1.914115163227879E7      4034267.803815801        5194547.527531106        3.6178668735835865E7     7859732.430744951        6190331.077631357        9099279.985438617        3900115.3669204945       9718566.595064959        1158678.33678096         7602783.026690586        4554974.647888447        1.3296838031074371E7     2.9568310384375665E7     2.1321040032114048E7     1.8332780714537263E7     7458323.460324572        1.235022136596907E7      4337754.969946772        2600040.633494468        7862741.431198787        1.1297086247280918E7     4500214.352419198        1.7420330897716176E7     9303982.253042642        3952135.4079009923       1.2042545106533593E7     8094348.446831225        1.7964345443309348E7     6448324.599551333        3.521208992741467E7      7463898.145717691        6880786.097502156        2.4913892488699164E7     5194909.593329489        7640514.721114769        8142411.5024908185       4614800.609013547        6701640.208391216        6901432.421350886        6154526.748251968        7108978.540506343
0.027128942132700215      4423653.500810357        7932822.353744128        5701557.0359892715       4277495.013768392        3665234.1344373347       3.1129488098962806E7     9365432.871544084        1.913688308982103E7      4027816.2034363304       5167162.058992578        3.580668730757473E7      7936995.668821194        6231981.405826254        9206171.793990027        3919026.7501367154       9784842.853378356        1411129.92799925         7680466.12120219         4583585.486891862        1.3282399110500911E7     2.9182015732850615E7     2.132049196527437E7      1.8552178111229144E7     7502252.717911924        1.2396316970343849E7     4327001.330991204        2574872.5809796127       7903664.284994976        1.1409593451344892E7     4483328.937532645        1.7266318042315748E7     9239202.577007681        3964041.0756879905       1.2099184112745741E7     8196422.164031821        1.8194728235729646E7     6446305.801871929        3.479336047650425E7      7407432.571584077        6785434.221371069        2.5175168872323625E7     5193244.419940405        7576291.946402425        8089912.311992361        4599215.975125983        6670654.753695938        6868615.83183238         6225444.2361590015       7131683.689242969
0.027167906673404404      4405631.623824715        7964442.789443861        5751659.12741998         4256811.441688639        3678310.4140377203       3.0955230639809344E7     9415517.004593797        1.910986631636661E7      4019487.523095605        5136445.440416676        3.541670524192116E7      8017443.867637894        6280973.372449648        9327486.925613897        3941051.5117281475       9877618.741372403        1755890.3699007393       7761757.527370549        4618356.783262412        1.3258214982232932E7     2.875049215689147E7      2.1341505228455395E7     1.880289712799466E7      7545646.31821056         1.2450397813551353E7     4315521.536995029        2547707.7512624366       7944772.48121345         1.153007201063458E7      4463921.641068463        1.708519890294867E7      9171990.580417832        3976541.968172646        1.2157677669607662E7     8312707.358394888        1.8492901915450923E7     6436396.188934213        3.426256907258459E7      7354118.119032382        6685067.180371577        2.5435816181214817E7     5192221.405950882        7512124.5929799955       8029202.079190383        4579226.70217297         6628650.873885798        6829164.62357179         6312242.954318396        7164150.587617139
0.027209699036269044      4385807.263170801        8018660.318713303        5806340.814585314        4234917.564296335        3692604.70930149         3.0739900422383748E7     9455673.28742483         1.905221868084593E7      4009709.5336169484       5104683.0902128965       3.503911651642804E7      8092786.837882002        6334060.645847858        9454058.297317497        3964572.9091933323       9996609.835878994        2170647.9203567966       7838142.949952508        4656904.048576183        1.3223343281599628E7     2.8307527318238523E7     2.139121524724634E7      1.9069078649255265E7     7583177.576461786        1.2508780716125902E7     4304781.222687862        2520057.232979902        7981261.821132814        1.1647376381325806E7     4443155.339914807        1.6886858875969924E7     9109587.371611124        3988073.5125715607       1.221088243904918E7      8434920.271048019        1.8853880933566272E7     6417127.497312462        3.3639822642508544E7     7312021.109426374        6589086.093741739        2.566746349967818E7      5191827.73147347         7455808.359405991        7963691.280456533        4555367.097703078        6576623.551731892        6785777.475208193        6410731.027595939        7206352.687887466
0.027242020473919746      4370272.5713854          8075045.325410349        5849244.898324428        4218512.915523317        3703651.1681468138       3.055439433576123E7      9476756.388357269        1.898606708779131E7      4001721.6021277905       5081122.886297855        3.4773341955275275E7     8142822.6485235505       6375083.766879324        9548453.092006423        3982453.1951790354       1.0102523520153904E7     2508088.992105151        7888885.5540870335       4687049.962221395        1.3190340470299646E7     2.7981913173290934E7     2.144971719387789E7      1.927289673776175E7      7605563.86763847         1.2553835545442102E7     4297911.823711041        2499441.711219919        8003886.626445807        1.172892787436309E7      4427179.021903763        1.6730893539554164E7     9068808.402493535        3995404.2675068164       1.2244417764748354E7     8526979.089285184        1.916392896149078E7      6396572.15919988         3.312393531072272E7      7290987.121800688        6523542.882011334        2.5813259740694646E7     5191804.227016126        7421708.240659546        7912823.031996534        4535255.928264071        6532009.322807627        6752097.115236553        6490260.468848794        7244145.440071766
0.02729101085848611       4346756.603100163        8183525.392229654        5914652.9343348695       4195151.761445431        3719856.043286917        3.024843927335707E7      9490934.116850458        1.885011118691233E7      3989251.9349682573       5047569.209683699        3.4412481984991275E7     8203981.286945494        6435854.4845738085       9683570.562301796        4008305.4509348236       1.028400450334914E7      3015736.7281252756       7950516.873824602        4731693.884179998        1.3130707316236477E7     2.752277517972805E7      2.1571099971008826E7     1.9574142382363252E7     7627409.209458681        1.2621177725770688E7     4290353.633024675        2469212.1421099957       8028168.621653163        1.1835535293855797E7     4403203.766027496        1.6492645542234402E7     9020496.098461103        4003309.3078155247       1.2280322590561194E7     8660489.689660093        1.968347692370159E7      6357569.960964448        3.2298053303645283E7     7279362.039033427        6439813.193778679        2.597777977795467E7      5191695.748266751        7386077.714366739        7835959.070593065        4502341.912188777        6458820.023026549        6702162.822507522        6614342.412725718        7308927.030641767
0.02731749170623401       4334087.604056667        8253602.504611731        5950175.798126471        4183378.6494727125       3728241.864957753        3.0071785286448658E7     9489687.809268188        1.8758116747230954E7     3982410.7084184964       5030512.017009862        3.423569315073952E7      8229646.934678448        6467874.728039392        9752215.109622518        4021550.2697276943       1.039310007587966E7      3277100.209399451        7976012.572878609        4755066.496634666        1.3094064495975902E7     2.7291874829962075E7     2.1652694513603278E7     1.973406853353014E7      7633103.875321583        1.2657158190800117E7     4287814.990378765        2453343.8030445706       8036335.823950436        1.18843710923056E7       4390344.536786574        1.6362328579785759E7     9001204.646909941        4005857.0999281034       1.2292078595724432E7     8729441.698988669        1.9991373462248046E7     6333140.561819158        3.183104793571699E7      7283570.126539108        6402402.758735035        2.604074876196489E7      5191479.148937571        7374985.460905014        7794533.457878825        4483357.514399798        6416996.083133705        6675964.446646013        6683093.006184126        7347634.2400943
0.027373804286552405      4307928.355397313        8426602.738902036        6025021.5216763485       4161149.9076833613       3744671.0366959767       2.9684505418076754E7     9465772.510471303        1.8524501656971343E7     3968212.543012759        4997616.907895138        3.39036235707134E7       8266672.208279231        6532365.534096176        9885913.65508164         4047193.4887445406       1.0646192141793236E7     3765119.6671066564       8011221.960356603        4801107.229047898        1.3007489519968333E7     2.684948594331071E7      2.18600124290623E7       2.006048993035678E7      7630189.228760894        1.2732700881524526E7     4286452.298493152        2421030.608110985        8041806.799222029        1.1966554203559175E7     4363615.338194254        1.6086882529853476E7     8977051.761436695        4006904.743610861        1.2297589120282525E7     8866382.147921253        2.070261085729881E7      6276474.081662107        3.0814005402380645E7     7317437.0719301095       6342744.6043728          2.6115305980381973E7     5190264.359491059        7370029.811001814        7708361.029337656        4441115.728633683        6325929.656690537        6624029.253751094        6829971.506643751        7436522.760493148
0.02739597776602177       4297843.818274804        8503451.248079663        6054144.613524202        4153366.243382381        3750583.2090285486       2.9528687333602887E7     9448499.959249783        1.8418033798799682E7     3962756.414697293        4985823.690350256        3.378720619175628E7      8274860.423762851        6556479.519437561        9933904.708651632        4056329.156792591        1.075444674556513E7      3926266.1682962277       8018071.57967524         4817853.29149589         1.2970527437475337E7     2.6691252082100492E7     2.1952781907695774E7     2.018518377237711E7      7623375.322808486        1.2762389888941506E7     4287362.676216852        2408982.4558396516       8039672.408835967        1.1990675172664728E7     4353248.059927881        1.5977914044463092E7     8973519.07640104         4005670.9761052392       1.2292640372638544E7     8916755.161282565        2.100636879910583E7      6253006.076995852        3.0404230972769972E7     7340101.1680573765       6326523.415009756        2.6125429625856515E7     5189437.269693942        7374851.319414924        7675127.159014947        4423780.311183176        6289753.095593548        6604874.397208589        6888167.604524272        7473886.375828613
0.02745876104393931       4271051.505543551        8742928.066589396        6134156.885455762        4135279.1562031894       3765260.932505026        2.909931730396352E7      9376844.89829031         1.808423858290201E7      3948604.753232111        4957261.002762436        3.350544514661622E7      8279557.107598889        6619235.172482514        1.0054463876832275E7     4078599.2203703043       1.1079866420160776E7     4256330.846444346        8016760.288782171        4859342.912581181        1.286033868898659E7      2.630220358557208E7      2.2242360193604045E7     2.0518314247274496E7     7587101.825923684        1.2847840197776517E7     4294710.112105461        2377935.0526308636       8021025.080649453        1.203429384243129E7      4325188.442911405        1.5676578520124316E7     8982307.689090937        3997358.9358182386       1.2256990439337194E7     9046771.10713483         2.1926352486680437E7     6187445.408714416        2.925115060471269E7      7431882.717690479        6304478.983165508        2.610089525896985E7      5186124.829033392        7407839.67775066         7586126.093529562        4374235.311377793        6190789.4295194065       6557162.670278383        7049843.15002205         7583900.627518394
0.027474794567456755      4264457.203747913        8808967.82717284         6153800.996097635        4131381.2319872538       3768516.184794452        2.899273730093332E7      9353109.038310803        1.799092093986903E7      3945221.3150224662       4950942.299087152        3.3443892988700658E7     8276465.031130718        6634071.443999159        1.0081594975820415E7     4083436.732514489        1.1168131720064238E7     4310336.582902023        8011566.888533342        4868626.150295524        1.283102096651468E7      2.621343339249264E7      2.232065106586379E7      2.059956125756059E7      7573639.347585794        1.2870224608427333E7     4297516.728157601        2370934.806099118        8013346.133209333        1.2039287575355228E7     4318210.528242283        1.5600004630267728E7     8988482.347643081        3994116.7516869493       1.2242916247712107E7     9077065.521950569        2.217785540629426E7      6171295.91577244         2.8956441535409205E7     7461695.159154108        6304297.510981191        2.60841243098778E7       5184967.03209198         7420521.2383919265       7564529.91401823         4361407.502071656        6166617.086436826        6546131.494898537        7090550.189048694        7612868.918816278
0.027546095844275875      4238337.483041669        9119593.57320409         6236121.011583883        4119079.2921236632       3780756.5849225423       2.8563693115297683E7     9225563.068997646        1.7558386408480093E7     3932821.124281352        4929778.314485247        3.3229802984049685E7     8245194.471908141        6693302.534429463        1.0185562359454215E7     4100758.8874252723       1.1575140429388521E7     4388247.205201035        7968255.565071515        4902619.863946344        1.270076250842446E7      2.5885402275748774E7     2.26798618537898E7       2.093445610797452E7      7496039.606000479        1.2977283040820442E7     4315093.142727875        2346131.6535731237       7967090.556188256        1.203554481596354E7      4289795.18217369         1.5276074681812054E7     9035563.645696545        3975559.8589902627       1.2159522278752228E7     9197385.140413115        2.3357530105813935E7     6107928.586052411        2.769590182109896E7      7622677.557933489        6331998.575743349        2.5971006966201592E7     5179495.033510023        7495517.155109615        7479159.005726663        4306486.485594066        6070330.319788254        6506585.158491605        7263953.14110009         7742286.782545301
0.02755257406151608       4236059.832970052        9148931.402872423        6242974.115233407        4118178.339846167        3781657.4449442113       2.8527884330145024E7     9212007.418525595        1.7517088757564493E7     3931808.773279648        4928264.510366641        3.3214855925666235E7     8240831.130803298        6698144.420717653        1.0193486576683588E7     4101955.391136146        1.1613547327404065E7     4383238.854029883        7962560.858133122        4905142.385861681        1.2688823987633968E7     2.5858668425499354E7     2.2712052656577677E7     2.0962820582194068E7     7487329.1958291605       1.2987506484550951E7     4316917.077864599        2344475.0200600666       7961827.55607696         1.2032713973238219E7     4287309.290009671        1.5247085335361052E7     9041038.903810587        3973513.4529101877       1.2150181624474011E7     9207051.493634138        2.3470613394495796E7     6102906.04995362         2.758355760276227E7      7639429.1606491385       6336658.114100418        2.595799687314382E7      5178851.434815701        7503597.680504201        7472125.854638136        4301563.531441187        6062510.21761783         6503403.4995545065       7279110.321805167        7753958.396605119
0.02757345418205518       4229423.371799541        9244623.70682453         6264791.992168683        4116061.4114010367       3784483.077617463        2.842008300765115E7      9167242.394859437        1.7385792655922137E7     3929071.457507684        4924422.387044955        3.3172974497172073E7     8225923.125794347        6713244.428510905        1.0218273286608009E7     4105576.5968124145       1.1737597735179713E7     4352786.41055938         7943204.7590580825       4912689.090840852        1.265120919587594E7      2.578160260079009E7      2.2816438363115977E7     2.105193828945873E7      7458353.619243802        1.3022460846433831E7     4323492.788927214        2339927.4807244516       7944212.409912905        1.2022455672851918E7     4279856.313558837        1.51574756673446E7       9060750.954767182        3966832.6263432424       1.2119021197087001E7     9237417.533110727        2.3838890358519074E7     6088051.767562959        2.7232798569056656E7     7695710.299228168        6354579.63210308         2.5914974519708607E7     5177142.891897453        7531189.579812859        7451232.66804453         4286379.3101475155       6038953.113122164        6494766.334929985        7326993.052587645        7791419.49569549
0.027621768706629992      4215434.369148652        9467895.620632432        6309938.963049656        4112785.943210762        3789816.3822783944       2.8204038467413258E7     9054028.18574577         1.7081399378706522E7     3924018.004159335        4918974.572583227        3.3110017843285456E7     8183643.394466168        6744477.874948318        1.026648858396644E7      4111632.4822885375       1.202735323446976E7      4212247.155765389        7889414.805475458        4926585.236760276        1.2566586429713681E7     2.562531181483266E7      2.3044557112229537E7     2.1241341063558232E7     7382432.175345723        1.3109351468485495E7     4339799.115058806        2334559.3900351934       7897891.978437553        1.198474451412052E7      4264002.781563377        1.4959812612952264E7     9112710.58436785         3950060.2622137107       1.2038257154513132E7     9299597.131383514        2.471719409762303E7      6060696.592198517        2.6459358786180038E7     7836311.644839951        6409998.45806804         2.580666199002422E7      5172901.94839774         7600821.370493095        7410311.241069813        4253216.650879197        5993181.880890187        6478505.275411833        7431374.118137373        7874967.795126541
0.027637611916354946      4211744.069926218        9542482.333588475        6323727.123725628        4112634.844414965        3791747.4999298337       2.8148152857604012E7     9015241.625228588        1.698419323680738E7      3923274.063795991        4918860.329622528        3.310550437761589E7      8168629.098595899        6754551.8821843555       1.0280871730405778E7     4113496.675384116        1.2124554536564885E7     4146883.550873097        7870182.259761387        4930803.988717455        1.2541429148995856E7     2.558266882100555E7      2.3117026182037905E7     2.130087211323262E7      7355778.325589683        1.3141543978574943E7     4345890.836617655        2334849.624670518        7882184.486757775        1.196959374643374E7      4259817.39976046         1.4900048670167208E7     9132649.651987236        3944797.2395761986       1.2010828550463723E7     9318796.019039122        2.501709475036074E7      6054890.003812864        2.622076142211887E7      7886424.055087928        6433304.242377938        2.577272751857992E7      5172021.211514478        7626163.475398987        7400294.638817049        4243536.96368362         5981862.157873656        6474988.535796678        7464515.63818936         7902327.445257155
0.027688367192237516      4201319.432766549        9777316.632774994        6360779.243757995        4113178.009260494        3796396.631930021        2.8004238710539214E7     8882875.88140744         1.6680285794943038E7     3921956.7613317645       4921815.455375139        3.312082391496949E7      8113709.001008788        6782341.4474790385       1.031807284290153E7      4116835.4613409517       1.2431792673143681E7     3886600.3439575983       7801107.851689463        4940396.581726085        1.2463503727414912E7     2.546163789130577E7      2.3320791137269814E7     2.1470684756141137E7     7262276.747504619        1.3252575448155085E7     4365419.706658595        2341627.6703410936       7826217.782469663        1.1907897095386878E7     4247656.093259785        1.4720720892798984E7     9199560.456032244        3927096.3961474076       1.1915447116554584E7     9372018.559206396        2.5991439414344728E7     6043463.653868421        2.550664940581023E7      8052186.1531504365       6520483.753840875        2.5660657789404597E7     5169018.566963974        7709129.898806292        7376758.833026           4215184.987668288        5955138.253511864        6467021.302694186        7561595.399777232        7983318.514921598
0.027716305992564014      4197054.625922217        9904277.911392987        6377028.5123246          4114525.8151940256       3798820.022791826        2.7954777142621554E7     8806878.275235642        1.6522311970387261E7     3922632.4867298044       4926443.193091609        3.3158770660140846E7     8080833.736330674        6796256.045757718        1.0334553903734967E7     4117858.7006518734       1.2599770459456602E7     3716965.599928197        7759965.985720142        4944491.132591709        1.2425302811639156E7     2.540565857528705E7      2.341496658946575E7      2.1554112576895684E7     7207039.17495718         1.332178181888183E7      4376462.18588599         2350124.3994589965       7793494.966959724        1.1867399686675474E7     4242640.543184987        1.4632815522498297E7     9239101.167168416        3917898.740456347        1.1860825220489142E7     9397701.134213863        2.6542142892330628E7     6043295.270004305        2.5150602005102184E7     8147337.599979861        6577687.641142869        2.560359571895785E7      5168075.016242125        7756537.089907854        7371203.364717904        4202199.174376778        5948245.917759833        6465392.632793534        7610308.115330899        8024609.1974160485
0.02776106106746268       4192611.5492264414       1.0100713899986323E7     6396247.460121467        4118035.241190599        3802680.895541643        2.7920523066775765E7     8682752.06519822         1.6288812849685194E7     3925885.945530409        4938428.696199213        3.326485428244686E7      8025521.132662041        6816705.872394535        1.0355542025081666E7     4118544.115408617        1.2863252279002523E7     3420095.940865429        7691095.500678284        4949756.778428104        1.2372438492641121E7     2.5329296839788076E7     2.3532577704848275E7     2.1672128655182697E7     7114559.130641757        1.3445581048590563E7     4394064.499126194        2371259.2323840554       7739168.1202900745       1.1794308224734586E7     4237371.93933913         1.4510644818966227E7     9304806.245029273        3904680.626071335        1.1772305708002506E7     9433863.544517348        2.7436462324352924E7     6052034.943590848        2.464288659360415E7      8302333.998313789        6681965.17784293         2.552359449682074E7      5168023.6570599945       7833115.556268959        7374317.86482303         4185928.970465091        5949306.599895255        6466721.947927612        7680391.794327465        8084521.202405851
0.027790547272042023      4191360.0201281556       1.0224473966603203E7     6404031.571675402        4121104.8760038945       3805430.7237902996       2.792906460965277E7      8600150.845055629        1.6150247632675294E7     3929601.867766426        4949569.042494845        3.336846131200233E7      7987836.097369781        6829360.072032495        1.0366177067057837E7     4118594.3986111106       1.3032410924080117E7     3214446.488102426        7644371.264436214        4952859.140534764        1.234392218848257E7      2.528527189786179E7      2.35845620776943E7       2.1739862103665426E7     7051465.4533224385       1.3537256908073325E7     4405331.12932627         2390718.825732841        7702447.565989835        1.1741157041785864E7     4235947.796837103        1.4443596330447065E7     9348979.824438773        3897449.3883891352       1.1714181450718448E7     9454891.161856843        2.8034394665260497E7     6063951.216546236        2.435162261090439E7      8405070.951003322        6759129.757201046        2.5481066322697088E7     5169252.457752981        7883213.266033465        7385199.099537934        4178571.350787004        5958545.0185001455       6470073.94669917         7721227.167862408        8119452.240858276
0.02783862319156029       4192349.5407404457       1.0412730828771582E7     6407940.305221875        4127184.1144361417       3810436.0890838583       2.7993949302201442E7     8466916.503904574        1.5955579767365726E7     3938372.1502558086       4973248.151675497        3.359528035233468E7      7925583.536390639        6848793.729244725        1.0378279900917508E7     4118266.120814755        1.3295893185905674E7     2875427.7254908527       7567665.255307713        4957820.7691342905       1.2309562895709986E7     2.522269101814629E7      2.3620999298838057E7     2.183263238849091E7      6947095.291341476        1.370377766716146E7      4422598.2559377095       2432001.839439964        7642138.662828515        1.16478190613718E7       4237369.864492706        1.4359741715425488E7     9420658.33181153         3888849.7235435164       1.1622186876370138E7     9484553.134255288        2.9010099759718306E7     6093218.971493457        2.3957534784521416E7     8569773.136133045        6897581.6444308115       2.543241903483367E7      5173878.580569512        7962318.377877222        7418679.900644301        4172860.732012974        5988145.5943495855       6479510.4221289195       7777809.573820938        8167396.836269144
0.02786138483606768       4194217.9084099424       1.0495896378629897E7     6405891.613087677        4130464.814481193        3813188.488312554        2.8046936427350085E7     8404756.671132915        1.587794103642247E7      3943804.4039431177       4987037.810170583        3.373084506070618E7      7895979.190202922        6857822.827103851        1.0382065446686408E7     4118117.489030709        1.3415423084859364E7     2716472.068487439        7531396.641148878        4960515.526308591        1.229889629023616E7      2.519545571860129E7      2.3615692932977695E7     2.1869673355819073E7     6897267.808895292        1.3791443397411842E7     4430181.189367886        2456064.4564605774       7613469.079488802        1.1600988006817821E7     4239811.2351296805       1.4331596175098028E7     9454154.612708842        3886465.1557583734       1.1580218338940868E7     9497141.39605475         2.9475057314791832E7     6111293.978375722        2.3805694322697453E7     8646053.47176129         6968838.257318584        2.541970956641566E7      5177544.756082709        7998333.6523456955       7441979.832234758        4173092.355378032        6008655.395030732        6485668.093576127        7800466.487719477        8186124.695445281
0.027916761929272792      4202661.844620331        1.0677441179569E7        6390525.252305548        4139380.069217882        3821040.572871768        2.8229592141885646E7     8260111.289049019        1.573281286811966E7      3960385.2116042725       5027162.634022947        3.413247151611004E7      7825377.4545295555       6879403.913192385        1.0385924086527975E7     4118061.60320005         1.3685621778155891E7     2346558.6071280153       7445591.583358823        4968420.921242692        1.228950927262855E7      2.513609800711657E7      2.354115911864296E7      2.194085065242011E7      6778303.406195492        1.4025262572487542E7     4446582.2349248445       2525986.9891005876       7545287.403276299        1.1482750051980715E7     4250659.704350039        1.4296482358277915E7     9532387.239661258        3885738.809725807        1.1485651687429154E7     9523490.224601505        3.0588441315132968E7     6165418.98777134         2.3537188508674137E7     8822188.811797936        7153986.61754721         2.5418495909863167E7     5190920.578927251        8080103.6760668          7518424.329596869        4181924.629003061        6075222.434091164        6504826.944588734        7843573.221915872        8219934.026460681
0.027930551112830715      4205665.254420966        1.0718439348992199E7     6384341.621754096        4141777.6248586006       3823293.958932105        2.8287100992601734E7     8225358.092744812        1.5706416191552944E7     3965314.4809325347       5038747.478131854        3.425098192966651E7      7807982.861155995        6884840.135690073        1.0385743759988146E7     4118171.062325374        1.3748847782836067E7     2258178.839617904        7424631.009588901        4970873.980408232        1.2290822335805256E7     2.5122217704627696E7     2.350827303637056E7      2.1954819388284255E7     6749067.319931525        1.4089198357881185E7     4450177.335809399        2546192.339029101        7528431.705326126        1.145221495097634E7      4254515.71368839         1.4295233339242253E7     9551128.132369732        3886788.4524987526       1.146360346907255E7      9529425.305214332        3.0865503515019592E7     6181075.250294238        2.349166516059175E7      8864013.02195013         7203115.237280457        2.542494041008119E7      5195473.612465841        8099189.963531293        7542253.330704103        4186031.391832477        6095557.436917887        6510568.552710335        7851802.948624128        8225774.807014833
0.027994784240725844      4224479.976071581        1.088166359364676E7      6344420.134620456        4153896.5642890898       3835479.9913885207       2.8606412781196244E7     8076145.714066674        1.5638234443263268E7     3992244.883462177        5100153.750025186        3.4887027848184206E7     7730721.0215578275       6910519.396699955        1.037881792769249E7      4119684.683778075        1.401359664392662E7      1879216.387743736        7332480.9224593155       4985070.600090272        1.2317806122595632E7     2.506531231549809E7      2.3285691822122227E7     2.2000754222214777E7     6620016.467731514        1.4408849403164722E7     4464170.347193716        2652688.990436841        7453794.212265938        1.1308770384191988E7     4278479.0600383235       1.4329978320819004E7     9632294.788437802        3898435.2527906974       1.1373635139523607E7     9552795.776482673        3.21108640488068E7       6263839.93308395         2.3399357773978647E7     9042125.379654415        7441385.951158941        2.5491034430895157E7     5223609.311739914        8179575.676253097        7676377.471228958        4215250.641003871        6208111.989772689        6541825.310650772        7876446.053171425        8238933.443181164
